length,input,target
19,73 14 47 59 30 78 80 4 28 34 26 36 4 31 31 65 50 34 29,81
19,65 83 59 61 90 41 15 7 60 32 81 73 1 19 10 59 55 48 22,25
19,85 55 95 81 70 51 91 85 73 53 49 61 20 44 86 52 83 91 84,61
19,57 68 60 69 9 14 19 1 41 4 31 58 57 38 94 59 49 59 18,21
19,52 28 27 58 21 39 62 15 87 92 77 52 29 86 9 74 11 0 67,86
19,62 56 1 42 41 68 19 16 67 28 54 20 2 23 88 86 43 27 90,65
19,72 5 61 72 48 13 55 72 14 13 53 94 90 45 91 71 27 60 33,61
19,20 10 90 59 66 39 92 79 33 64 73 27 1 81 58 21 33 39 47,64
19,84 51 58 75 81 61 71 54 81 43 71 41 55 37 9 76 58 33 6,37
19,56 94 2 54 81 75 18 37 31 11 37 61 20 48 6 90 88 91 29,57
19,76 36 78 13 68 49 69 21 73 62 68 4 16 59 63 6 72 48 12,13
19,7 63 14 73 19 85 85 89 88 64 57 17 48 27 2 64 95 16 45,34
19,7 8 93 89 45 91 53 27 59 80 52 27 51 33 55 29 0 18 91,24
19,50 30 7 38 64 85 57 38 92 48 94 61 16 43 50 0 20 39 14,78
19,70 43 4 20 13 45 25 10 27 40 53 29 56 16 18 22 87 34 26,26
19,47 34 64 78 24 92 2 64 4 61 45 16 47 89 11 94 75 19 60,22
19,4 8 65 79 59 81 56 34 76 90 94 87 67 90 39 59 43 26 8,81
19,7 83 8 40 1 63 88 32 75 30 33 43 73 34 45 0 84 75 80,26
19,5 59 17 38 55 41 13 54 63 19 50 82 43 31 64 52 9 68 47,18
19,87 94 39 12 7 54 34 7 90 88 30 80 57 26 61 11 7 90 63,29
19,64 64 15 50 83 37 72 25 94 27 88 70 33 59 87 68 5 16 46,31
19,11 25 26 19 86 76 30 61 9 3 37 86 69 42 75 45 60 56 52,76
19,14 66 0 21 90 76 68 45 32 14 80 41 39 76 35 75 38 27 67,0
19,10 85 11 37 92 58 59 22 28 75 58 2 85 48 27 51 67 52 60,15
19,57 75 76 4 35 87 79 85 59 44 3 4 15 92 51 28 2 39 93,92
19,93 89 54 68 58 90 85 38 3 74 37 0 95 23 64 28 78 84 41,82
19,93 52 24 50 43 15 77 21 14 77 3 20 27 29 53 28 69 76 32,35
19,20 60 34 14 20 54 81 75 43 93 10 2 14 71 64 52 43 64 83,73
19,86 45 18 59 81 67 70 75 60 0 46 63 32 23 77 64 9 58 77,10
19,66 48 95 70 49 25 44 21 78 55 26 69 49 7 6 75 63 56 87,25
19,37 71 64 72 89 87 0 30 75 5 73 37 89 90 65 85 65 50 26,26
19,68 83 88 71 13 72 23 3 65 39 93 23 64 45 73 65 66 40 50,84
19,47 46 85 63 85 89 17 31 28 26 66 28 81 37 57 82 31 72 51,10
19,28 42 65 47 95 34 12 46 23 39 33 87 29 91 48 78 23 16 1,33
19,32 13 34 9 35 2 16 37 92 34 80 47 74 34 5 43 48 31 50,4
19,67 86 71 79 87 9 84 20 25 5 45 48 46 37 31 58 1 1 77,81
19,1 16 59 46 18 18 83 83 90 67 84 42 76 83 20 37 45 81 82,3
19,21 21 55 12 8 77 57 22 90 49 67 11 16 90 81 5 45 88 59,78
19,44 60 2 68 90 23 14 29 77 22 39 45 65 19 79 8 24 90 23,85
19,95 20 89 39 53 15 38 60 59 50 57 18 8 10 78 1 5 72 45,36
19,94 56 6 65 87 79 6 59 40 42 34 33 53 0 79 25 91 10 62,73
19,30 44 62 90 92 67 51 95 61 49 79 68 81 36 53 91 85 19 48,81
19,48 49 89 81 83 69 44 74 46 87 20 52 82 46 68 27 25 92 80,26
19,36 40 37 81 67 69 36 76 42 22 53 83 81 21 35 25 59 50 22,3
19,3 37 92 75 1 84 68 69 30 66 18 79 41 41 25 74 27 89 40,15
19,54 36 67 56 92 17 77 89 27 61 38 86 86 9 27 27 0 77 44,6
19,23 85 60 15 2 75 45 8 4 90 36 42 58 27 3 62 63 13 29,28
19,78 31 11 0 82 22 20 23 10 78 93 73 84 28 95 59 87 9 7,22
19,44 87 21 23 28 92 66 45 36 13 58 7 39 94 26 39 45 95 70,32
19,68 46 94 54 79 73 44 49 58 44 56 14 80 3 22 69 0 21 66,80
19,78 26 85 32 21 32 39 82 27 91 4 2 65 81 10 7 13 89 85,69
19,20 83 66 21 38 17 40 39 53 93 95 7 33 82 11 25 28 81 59,15
19,47 61 14 18 16 71 66 59 94 88 7 77 24 85 56 22 22 95 44,58
19,0 13 91 61 26 37 71 44 71 66 50 38 95 94 8 25 89 4 2,65
19,33 1 90 42 38 79 10 83 4 18 34 21 28 13 54 65 11 16 0,12
19,42 71 6 8 26 66 91 73 5 78 48 14 26 91 92 80 46 81 36,20
19,33 93 89 11 32 68 13 62 81 55 78 54 36 7 78 90 72 2 92,74
19,33 4 24 56 34 28 44 1 51 42 58 37 27 17 77 31 77 81 41,31
19,40 80 76 54 23 22 38 59 17 74 93 41 66 28 77 79 21 24 56,20
19,60 77 65 21 23 7 81 80 67 55 56 40 90 48 51 23 40 60 1,25
19,86 35 25 82 17 39 0 73 7 52 87 36 42 26 76 90 94 61 58,34
19,43 23 45 63 62 10 64 73 49 2 27 84 23 59 19 71 35 30 74,48
19,58 63 18 3 61 42 25 86 20 81 54 62 24 65 14 37 41 88 59,37
19,47 46 56 25 15 2 4 44 20 8 40 42 65 37 38 11 1 45 59,21
19,28 18 85 39 86 3 31 30 30 95 58 13 66 11 60 35 40 26 23,13
19,13 2 82 38 4 10 89 83 80 85 64 39 56 90 71 22 73 11 2,82
19,16 56 52 46 33 9 28 56 1 80 49 53 46 90 71 60 85 14 34,83
19,92 41 16 20 30 50 18 71 57 1 49 79 24 81 81 50 39 49 30,66
19,75 54 21 64 88 22 69 28 28 65 50 28 45 9 24 15 33 51 16,33
19,61 45 15 70 82 2 95 44 53 57 41 70 85 16 36 50 63 64 43,44
19,11 65 15 70 85 79 55 76 43 58 59 87 62 48 5 26 63 27 40,82
19,30 6 19 75 83 92 9 40 48 64 62 72 71 41 3 1 75 91 19,57
19,45 13 46 5 45 73 37 37 34 55 15 89 41 20 7 35 89 22 47,91
19,61 87 40 95 30 49 56 85 52 26 2 2 20 75 83 52 85 7 27,94
19,92 80 84 28 52 92 25 69 31 57 33 24 19 39 2 32 68 86 15,68
19,81 26 42 4 93 41 41 18 1 36 21 90 36 70 48 42 81 65 89,13
19,64 91 48 81 60 91 93 76 78 49 64 22 43 89 2 37 49 14 35,50
19,64 19 44 17 8 51 30 67 82 62 51 2 39 12 6 9 34 37 92,6
19,69 61 55 55 90 17 14 2 37 47 4 51 78 4 77 71 77 4 25,62
19,48 50 59 69 1 91 80 53 65 79 36 80 88 75 43 47 79 40 67,54
19,40 54 54 86 50 3 4 23 15 89 61 7 79 34 62 26 70 62 3,66
19,79 56 65 2 19 59 38 55 41 39 50 13 76 52 69 26 2 16 29,6
19,54 64 21 61 0 52 60 62 38 11 18 71 74 19 1 22 15 62 87,68
19,63 40 33 48 35 80 71 79 71 13 21 45 19 85 20 7 31 15 79,87
19,75 58 2 28 90 46 91 9 46 62 9 81 43 60 45 48 53 9 45,56
19,34 31 93 17 20 78 65 39 75 30 90 74 79 18 71 65 58 90 3,14
19,6 4 3 65 73 30 88 52 17 81 26 79 46 60 10 14 34 65 72,13
19,61 73 74 81 74 87 35 75 51 27 24 11 72 29 75 55 31 90 20,69
19,78 17 76 13 57 58 15 88 67 36 63 31 40 29 93 93 40 29 43,90
19,51 35 89 67 26 90 61 21 2 30 76 18 3 30 0 71 94 80 9,81
19,57 26 21 22 34 30 82 86 40 6 95 52 95 15 42 13 11 84 43,46
19,15 50 17 17 92 5 33 2 62 39 25 7 82 46 58 69 11 59 26,7
19,25 87 14 32 23 86 30 6 20 49 83 31 93 16 61 30 48 34 18,2
19,15 18 27 44 45 32 24 4 20 70 60 6 38 94 72 37 17 71 81,79
19,61 74 12 90 32 18 61 8 86 43 80 26 22 83 88 39 29 17 19,36
19,71 17 5 95 79 59 23 36 19 80 16 21 89 0 11 12 54 51 40,30
19,68 79 70 6 40 92 60 40 11 1 5 39 56 3 42 5 69 12 64,78
19,12 72 2 19 39 70 11 95 28 89 74 33 40 40 81 94 29 88 7,79
19,5 76 49 73 66 42 15 62 55 27 29 6 65 59 83 0 72 50 27,9
19,16 47 55 37 4 0 10 63 62 6 22 25 2 55 18 88 53 18 46,95
19,3 31 79 81 89 83 40 55 64 21 47 85 49 60 42 66 58 64 53,78
19,54 37 75 84 34 76 41 12 17 41 11 77 66 9 26 0 48 52 1,29
19,80 12 33 18 21 93 45 76 74 45 13 32 35 68 3 86 87 83 14,10
19,79 67 40 7 76 35 46 36 14 13 27 11 1 69 83 81 73 91 74,71
19,43 73 84 2 89 7 60 10 79 2 30 37 10 68 73 1 25 3 61,37
19,7 75 77 10 70 66 62 58 52 53 23 14 9 83 74 49 30 93 68,69
19,48 40 50 48 63 91 40 42 4 40 76 78 93 19 71 28 37 80 29,17
19,46 92 79 3 77 19 49 0 62 44 29 65 42 4 47 68 33 31 45,87
19,86 5 33 74 47 28 72 3 91 80 11 12 77 89 73 63 49 11 14,54
19,9 19 9 48 35 31 95 27 37 73 37 9 28 93 8 16 85 6 9,26
19,53 95 17 45 19 71 66 73 85 73 21 93 5 1 68 3 7 74 76,1
19,59 9 49 88 51 38 82 41 65 6 87 3 15 60 20 80 40 69 95,17
19,37 73 41 63 30 43 77 57 63 95 86 6 42 56 93 16 11 35 65,77
19,27 60 47 64 34 61 40 59 65 54 71 86 36 84 50 57 69 95 25,72
19,26 76 80 25 40 64 94 29 1 19 17 92 17 73 26 45 62 53 29,12
19,24 29 45 85 79 47 31 91 24 62 90 72 71 1 95 23 68 75 2,94
19,71 64 18 15 52 35 93 32 11 60 20 51 92 28 15 30 73 32 2,38
19,41 46 89 86 8 72 63 59 28 60 94 82 62 66 15 82 46 69 14,22
19,58 1 83 81 78 50 90 82 70 43 90 31 68 46 73 75 87 23 47,12
19,69 21 9 63 21 42 17 14 62 7 70 55 86 86 94 39 17 95 76,7
19,69 10 64 27 58 85 14 5 79 5 52 70 42 82 8 78 8 25 59,64
19,52 27 60 31 38 45 15 27 14 66 21 12 75 93 21 17 84 7 80,85
19,66 9 14 5 71 13 18 70 18 86 62 59 8 24 42 7 54 53 76,95
19,1 85 76 33 71 30 27 75 73 43 44 60 37 13 53 92 20 95 64,84
19,55 89 47 61 62 27 30 82 27 74 43 86 3 0 91 54 66 57 36,58
19,21 90 42 40 3 42 57 28 38 37 8 37 1 41 47 94 20 46 95,19
19,0 56 76 68 69 24 46 72 35 66 50 82 66 85 3 49 86 63 19,39
19,30 15 40 70 37 92 17 34 94 33 70 55 63 25 79 65 14 60 80,65
19,61 59 77 36 14 36 12 52 2 40 22 51 4 44 47 13 18 9 3,12
19,68 36 34 60 0 59 68 46 33 53 77 91 81 46 69 74 28 62 29,78
19,24 44 53 51 93 4 26 58 17 95 68 1 16 10 10 67 55 82 75,17
19,58 28 69 29 44 51 90 51 83 38 90 23 68 57 48 61 71 29 69,61
19,59 57 26 89 36 8 80 12 84 93 40 24 94 12 80 25 54 40 88,9
19,61 28 54 32 88 35 75 88 78 3 64 25 79 67 59 20 73 33 22,52
19,90 0 28 69 71 71 62 26 95 32 61 47 42 65 29 13 46 45 39,43
19,53 89 79 55 63 56 42 43 19 29 1 59 26 63 86 29 39 9 38,82
19,60 89 82 2 45 90 11 24 37 7 88 91 10 67 66 85 50 36 17,85
19,19 48 9 18 65 20 24 38 78 95 6 3 17 26 25 38 89 59 69,26
19,6 72 39 71 83 93 43 93 73 76 54 24 69 83 4 49 59 12 89,12
19,81 25 58 76 67 88 48 93 49 87 84 5 8 35 56 71 41 28 47,63
19,10 95 39 42 75 28 40 38 21 27 60 31 86 15 13 16 24 80 38,54
19,82 46 86 13 31 74 84 77 42 4 40 41 65 85 41 79 81 7 80,34
19,17 42 41 62 58 75 59 23 1 3 74 41 19 1 35 49 73 69 15,81
19,40 33 82 7 46 8 43 87 72 70 84 78 61 70 61 65 94 39 24,4
19,57 30 62 35 92 54 39 52 7 68 70 32 95 89 87 63 57 47 80,80
19,76 89 9 37 90 91 41 86 4 63 22 70 4 30 43 51 64 92 60,30
19,85 73 76 85 42 81 33 61 42 65 6 41 10 58 73 27 60 89 1,16
19,9 55 2 42 20 56 50 75 15 57 14 72 18 64 0 42 5 45 22,11
19,28 9 95 53 4 56 54 6 64 13 55 43 28 43 59 80 75 11 91,87
19,79 34 43 80 86 72 9 34 71 59 79 23 3 83 75 0 66 85 44,37
19,37 81 11 84 56 21 54 73 10 51 16 32 70 42 39 24 25 60 69,63
19,90 7 64 66 65 65 53 88 72 20 93 25 6 62 74 23 65 1 64,3
19,19 34 83 25 34 28 44 42 71 76 59 29 45 75 37 4 11 40 29,9
19,95 89 83 80 25 87 67 24 18 28 13 74 80 32 30 39 89 32 34,87
19,53 69 50 53 29 30 3 85 90 26 9 27 34 90 53 13 9 20 66,45
19,62 29 89 1 48 4 54 48 29 72 19 16 72 23 47 35 5 36 6,11
19,25 15 32 40 90 53 45 87 76 63 9 49 25 51 31 43 8 84 59,73
19,42 88 5 10 22 82 91 61 83 70 36 95 7 51 16 59 71 77 5,83
19,27 10 35 48 7 22 69 17 34 65 1 5 33 47 38 59 35 71 37,60
19,13 92 23 51 39 90 46 47 52 39 89 36 76 65 71 62 65 13 41,6
19,60 8 84 43 56 57 83 93 73 67 36 89 25 2 83 53 63 34 27,84
19,37 16 34 51 41 60 43 1 81 55 62 78 22 27 54 70 29 48 47,92
19,41 75 28 41 79 24 90 70 39 73 3 18 47 56 3 93 20 41 59,64
19,56 39 19 83 28 83 42 44 35 92 65 14 40 31 82 52 13 35 65,58
19,59 1 2 90 54 67 87 7 19 69 59 12 61 90 34 84 36 72 45,84
19,47 48 6 3 12 29 88 44 70 80 50 25 34 21 16 48 2 37 68,36
19,75 52 77 63 88 60 80 28 1 36 16 58 95 23 61 95 69 13 67,69
19,47 63 40 44 63 74 1 24 61 9 6 52 5 35 18 80 76 8 25,23
19,88 48 7 78 14 16 18 18 88 79 10 21 77 76 77 84 89 78 60,58
19,27 84 4 24 2 11 71 11 75 28 43 20 86 17 22 45 55 75 80,32
19,69 88 28 27 33 79 30 79 6 50 76 89 81 36 27 86 52 79 10,29
19,29 16 83 81 79 65 71 19 93 57 43 73 51 84 2 35 10 71 77,55
19,44 53 94 17 76 58 60 7 86 18 63 51 2 3 47 37 6 56 79,21
19,46 57 7 84 86 31 5 16 94 57 18 64 44 79 71 85 56 60 69,29
19,4 29 73 14 30 0 9 4 32 56 7 60 8 41 72 62 64 20 57,6
19,75 12 14 8 44 40 26 27 30 29 75 56 15 18 80 88 11 3 14,69
19,49 93 87 85 53 61 42 37 27 85 86 33 14 94 69 26 80 6 18,25
19,46 1 42 76 66 17 64 70 86 65 2 16 39 38 67 43 90 7 37,52
19,49 63 38 61 3 95 54 20 45 83 79 55 68 4 33 71 82 60 85,92
19,3 73 31 53 7 84 73 14 70 57 26 71 65 56 20 24 60 25 28,20
19,44 51 56 76 45 64 30 0 32 66 44 5 66 72 88 78 14 33 2,34
19,19 53 81 38 26 63 58 72 90 28 67 61 91 78 44 46 54 78 19,34
19,51 59 62 2 90 81 77 46 76 92 65 15 44 50 12 47 43 89 84,37
19,60 86 40 60 85 18 87 90 57 39 56 34 22 44 5 26 54 37 25,13
19,49 95 23 75 69 79 91 41 77 6 81 18 58 71 28 53 38 85 92,25
19,33 88 12 52 16 76 95 76 72 53 84 25 12 44 5 77 19 0 19,42
19,49 37 49 47 27 4 12 18 25 19 35 47 32 74 40 4 3 65 93,68
19,37 41 69 35 12 8 46 57 87 7 74 51 62 80 45 81 93 9 64,54
19,92 57 30 23 68 20 25 79 82 53 40 20 25 24 84 91 16 85 26,92
19,34 66 41 49 4 11 38 50 28 28 81 1 75 18 93 83 87 82 89,38
19,42 86 0 53 16 42 42 5 57 74 20 4 34 69 41 52 49 38 36,56
19,79 62 2 32 45 58 41 21 59 90 25 55 68 44 62 35 25 29 47,43
19,2 64 42 93 50 72 14 23 53 26 81 44 46 34 68 11 20 93 91,7
19,15 79 47 14 47 12 71 50 77 14 54 95 51 45 73 74 67 61 32,18
19,78 20 86 29 78 34 22 19 68 65 87 55 14 56 17 2 78 51 20,95
19,30 64 53 35 54 86 1 14 73 64 45 43 65 43 2 66 18 93 39,8
19,20 12 18 85 68 26 38 35 18 63 67 52 40 83 31 44 30 86 90,70
19,85 12 59 7 95 32 65 83 90 38 82 13 89 41 50 86 76 32 28,83
19,44 12 44 21 56 57 37 20 36 40 19 12 56 92 60 41 79 59 56,69
19,14 29 34 23 49 67 80 45 39 64 86 4 27 31 21 69 25 85 81,37
19,76 18 12 38 47 70 29 87 80 43 40 28 0 35 77 10 75 75 40,20
19,44 68 30 63 65 89 19 38 8 58 65 94 31 88 10 43 79 77 78,47
19,29 37 86 8 10 0 25 42 13 53 30 1 46 88 71 17 33 62 53,92
19,86 93 28 59 1 62 3 0 16 46 94 89 52 27 51 60 49 8 62,66
19,53 35 80 61 10 61 72 48 27 25 70 41 26 39 31 58 25 51 34,39
19,56 10 36 36 7 1 61 77 11 35 66 10 33 12 76 13 6 85 60,55
19,73 93 4 60 94 51 90 41 81 35 34 55 70 29 6 75 66 70 74,93
19,22 38 62 78 17 42 69 51 3 85 83 94 36 91 15 10 79 87 79,21
19,17 58 38 40 20 93 29 86 71 0 55 70 33 21 35 77 13 85 88,9
19,7 89 11 5 93 15 33 44 8 25 68 3 78 41 57 58 54 47 30,6
19,31 45 77 57 8 32 67 60 69 41 90 71 83 20 86 44 37 1 27,94
19,59 71 30 51 9 47 87 61 8 25 36 57 34 45 19 26 89 17 66,1
19,43 25 5 67 91 48 30 57 3 34 39 18 44 51 31 84 8 47 32,49
19,86 47 1 42 47 10 11 64 75 60 64 19 18 83 3 86 6 16 42,92
19,76 73 14 79 84 5 59 33 91 57 60 19 93 36 72 86 18 72 51,2
19,39 77 22 59 89 26 16 43 12 74 41 37 84 83 86 45 66 84 80,51
19,46 23 75 32 71 48 49 10 80 51 30 64 75 7 95 80 57 65 55,93
19,44 93 16 89 51 90 5 35 92 28 36 37 64 30 83 16 35 30 1,43
19,1 67 73 33 88 77 87 94 46 65 60 5 25 13 39 86 82 95 69,29
19,87 66 71 62 88 82 0 55 80 13 85 67 95 36 86 19 48 91 8,11
19,94 38 69 12 66 43 45 47 3 42 70 49 52 89 33 86 89 73 10,54
19,46 91 67 4 8 33 74 37 20 31 64 76 49 88 24 39 51 37 3,30
19,92 13 61 94 27 20 89 86 56 61 55 4 74 69 39 91 85 13 26,43
19,85 21 55 77 22 12 41 20 22 81 52 27 80 26 89 84 33 8 61,40
19,72 24 88 73 65 48 39 26 92 22 91 6 18 74 58 67 49 25 7,20
19,15 63 65 48 26 73 49 78 28 33 18 36 3 40 52 74 65 33 86,25
19,15 78 2 23 39 66 20 31 75 78 95 15 85 63 10 87 59 60 83,64
19,37 29 5 79 71 22 6 53 61 75 43 46 8 15 79 13 8 45 29,16
19,22 57 27 62 11 71 41 55 66 5 68 67 68 44 77 50 43 19 30,71
19,74 75 67 44 58 20 33 35 21 52 89 84 11 44 40 46 50 59 49,11
19,28 84 23 2 17 68 43 63 35 17 36 8 10 61 19 58 69 57 91,5
19,74 59 49 27 86 74 75 75 43 41 1 59 17 62 43 41 6 72 33,13
19,6 33 71 6 32 12 0 6 10 73 73 2 73 34 34 17 22 0 48,40
19,53 10 88 67 40 15 15 31 3 6 37 94 52 27 31 16 33 44 56,10
19,12 68 64 14 22 52 28 16 47 73 88 69 74 53 27 18 87 43 40,47
19,60 12 66 45 85 40 58 30 34 4 89 42 10 79 29 82 52 83 91,43
19,12 75 29 29 7 30 17 45 4 48 17 9 37 94 89 12 52 68 72,58
19,9 25 25 1 2 94 65 4 37 20 25 45 0 12 13 71 95 49 48,64
19,52 59 24 58 47 19 16 41 13 84 38 52 61 91 73 11 45 51 52,31
19,18 64 68 69 68 39 42 89 58 57 29 41 64 86 22 11 56 41 35,77
19,53 24 44 35 67 75 81 81 88 90 48 45 5 64 60 68 73 53 24,66
19,83 47 30 63 22 12 66 71 85 52 49 80 67 13 61 72 67 4 34,34
19,5 22 79 4 6 19 58 19 60 91 89 24 86 17 71 32 23 26 70,89
19,50 35 32 91 87 94 19 21 25 92 60 94 78 71 37 6 43 61 77,49
19,9 82 81 41 16 46 53 77 82 26 81 69 70 46 81 10 31 23 59,27
19,20 61 31 73 48 73 61 85 88 42 69 1 79 22 68 35 17 14 32,11
19,81 5 83 92 95 2 94 36 94 83 15 90 63 27 43 33 15 90 51,0
19,65 6 72 60 15 81 4 68 36 41 21 4 6 35 57 61 52 26 2,48
19,5 60 88 45 10 7 67 15 22 4 60 45 2 36 5 84 21 43 75,30
19,76 48 47 84 66 11 61 5 45 75 91 7 12 13 22 56 74 59 76,12
19,55 72 45 37 52 74 24 0 48 79 80 26 47 44 69 82 93 26 6,67
19,7 71 61 29 61 93 60 24 35 13 13 80 31 6 38 4 11 82 72,47
19,67 72 25 89 39 35 49 34 64 73 78 62 71 37 49 4 7 50 72,81
19,49 45 60 85 63 6 8 48 22 71 68 91 35 32 47 94 46 3 45,6
19,95 84 90 34 87 27 79 0 52 72 77 86 19 58 87 50 77 37 31,66
19,4 29 43 94 11 73 90 77 72 5 93 58 39 78 47 83 75 40 22,61
19,72 7 51 40 26 36 6 87 59 60 68 80 69 74 2 40 10 64 66,73
19,68 78 60 41 6 15 20 48 42 59 75 66 52 36 79 61 93 55 8,90
19,46 91 5 29 56 88 21 3 66 55 3 84 68 57 16 93 87 10 48,86
19,6 71 78 11 55 16 9 20 76 34 49 53 83 23 52 36 74 32 41,15
19,25 64 60 64 84 37 58 63 1 43 77 14 33 63 79 65 0 21 2,45
19,79 63 79 42 1 13 23 31 59 39 86 66 80 48 47 51 36 15 16,18
19,86 72 82 17 14 0 31 2 80 67 73 32 56 46 12 47 56 65 70,48
19,52 82 54 47 24 41 44 35 23 44 52 16 72 61 5 8 90 55 68,93
19,39 67 66 9 17 10 86 65 38 18 60 87 75 47 86 88 27 25 22,44
19,38 68 90 8 25 15 29 13 67 46 24 87 42 88 81 23 35 60 20,43
19,86 92 80 65 34 72 91 90 85 44 91 45 3 79 12 58 35 20 33,3
19,69 80 82 81 61 4 39 17 36 64 28 21 57 24 42 20 33 52 78,32
19,80 78 91 93 86 93 36 68 65 45 45 4 45 12 12 48 77 28 73,83
19,16 41 81 87 27 52 2 38 56 58 32 84 3 3 31 48 52 39 77,83
19,56 87 40 44 27 94 28 91 68 42 67 5 61 92 14 26 48 70 84,56
19,43 62 67 64 45 1 13 14 78 79 5 83 87 20 28 21 19 2 30,85
19,21 21 12 70 16 37 67 11 95 59 21 0 90 82 73 19 82 40 69,25
19,39 21 8 8 90 22 51 29 31 7 69 50 81 0 51 1 30 18 28,82
19,37 25 18 94 58 47 50 63 22 82 67 53 69 48 17 16 81 51 21,59
19,23 65 51 69 53 31 90 71 56 36 60 9 4 43 72 39 24 27 94,49
19,29 87 80 57 16 10 84 34 33 45 63 78 26 56 91 72 37 92 22,32
19,83 22 71 14 30 79 71 78 15 49 53 30 81 53 79 67 27 49 7,58
19,6 13 69 58 37 60 15 72 75 84 18 61 68 81 52 54 87 95 64,9
19,65 55 44 50 42 33 39 45 7 82 0 7 95 14 94 39 39 49 52,63
19,81 9 91 43 31 38 37 25 30 95 1 80 41 52 82 55 91 33 2,17
19,45 62 37 61 21 69 78 35 54 55 0 40 56 23 69 87 32 16 41,25
19,68 46 87 65 69 6 24 31 37 37 29 73 80 42 10 70 27 86 47,90
19,53 92 5 93 44 33 31 28 65 47 75 66 88 49 10 12 15 78 2,22
19,50 51 21 95 6 74 8 32 19 1 74 47 27 24 58 4 15 89 6,53
19,15 20 8 46 26 56 9 71 39 4 34 17 92 61 45 17 76 74 59,93
19,83 75 49 4 77 6 66 39 76 66 24 16 54 90 23 42 27 18 7,58
19,28 62 30 66 64 43 72 2 48 60 34 17 9 31 48 34 55 52 21,48
19,92 89 79 16 42 19 95 70 92 69 20 18 2 60 75 57 10 77 7,73
19,57 39 86 80 0 90 28 38 26 65 65 30 58 6 38 51 5 13 65,28
19,44 8 83 20 31 82 82 31 3 95 18 95 75 67 51 65 11 19 52,24
19,60 23 87 5 74 67 34 53 29 16 80 1 43 74 19 68 51 28 2,46
19,93 61 60 16 44 45 57 94 60 23 68 54 41 90 43 48 66 55 59,41
19,83 70 43 76 91 16 88 83 45 23 12 47 4 60 3 30 0 0 12,62
19,66 71 44 66 73 41 61 60 87 89 69 58 85 46 47 51 48 79 83,48
19,35 60 49 54 76 31 11 47 76 40 25 88 31 1 71 62 93 76 16,14
19,45 62 5 78 9 57 74 92 64 63 54 21 23 37 23 10 81 25 0,91
19,88 1 40 16 44 80 72 50 26 89 93 57 84 77 4 58 2 81 72,66
19,58 55 16 43 91 17 15 58 61 42 31 23 65 1 47 89 63 92 10,85
19,72 90 62 7 20 74 47 1 79 1 75 48 29 51 53 65 47 21 41,27
19,34 22 12 93 9 67 68 87 54 68 37 65 50 36 5 48 18 52 5,26
19,47 7 12 63 12 67 37 39 29 93 1 77 89 10 55 78 31 55 70,44
19,67 12 90 83 49 74 21 4 27 23 3 38 67 22 68 19 35 43 1,46
19,29 13 93 70 86 35 70 3 47 32 53 90 0 22 34 62 15 50 9,25
19,46 19 63 1 49 11 87 22 46 74 46 33 6 55 35 61 75 41 34,16
19,0 85 23 43 60 39 37 61 73 24 31 3 5 1 57 81 83 27 26,71
19,67 63 53 85 29 75 24 30 60 48 67 55 90 59 48 31 88 56 55,47
19,44 24 47 34 36 15 69 24 63 93 59 61 37 60 18 41 72 84 65,42
19,54 57 39 61 14 12 1 16 46 21 58 25 51 84 71 29 95 85 85,32
19,90 71 6 63 42 64 82 16 43 9 40 90 33 29 47 22 54 57 1,87
19,79 13 85 49 8 71 59 7 9 85 53 87 39 67 69 23 45 24 10,62
19,64 95 11 62 58 68 66 75 9 71 7 24 51 69 37 71 58 82 78,32
19,18 4 7 72 81 33 32 8 78 3 70 35 62 15 1 35 59 17 53,7
19,63 71 38 45 95 13 8 53 52 45 20 5 2 9 27 49 78 73 63,61
19,17 82 4 65 95 43 51 3 39 88 91 37 71 67 68 32 22 94 4,49
19,47 37 26 30 67 38 54 16 56 7 38 29 21 65 31 47 7 65 69,2
19,15 48 31 24 23 46 32 28 11 65 38 35 60 28 89 72 72 78 36,79
19,14 42 67 65 79 4 74 41 19 93 47 23 86 11 62 9 79 36 51,26
19,24 2 67 64 65 73 61 8 32 13 33 31 5 90 33 78 71 58 80,72
19,58 93 66 18 48 95 24 70 43 17 14 14 16 79 83 80 94 20 41,29
19,64 16 34 84 15 26 62 39 86 75 20 23 11 79 50 37 95 54 51,49
19,83 56 25 79 26 37 13 86 92 17 38 77 1 36 66 24 8 31 71,2
19,95 35 12 78 15 4 0 0 45 16 84 48 14 90 88 84 42 26 86,66
19,0 12 88 91 60 11 65 8 19 30 6 82 89 7 3 80 41 32 8,20
19,95 71 44 57 33 44 79 43 57 5 77 80 39 76 31 41 54 94 40,20
19,9 89 74 35 56 0 58 67 88 85 88 0 6 70 46 30 17 52 19,9
19,51 17 40 77 20 70 69 20 51 0 27 5 35 31 19 17 78 87 16,66
19,35 57 94 0 21 93 16 32 95 5 20 76 32 79 91 81 90 66 0,3
19,20 64 61 63 87 11 66 91 74 37 41 1 73 75 46 15 67 57 60,65
19,61 87 17 24 53 34 72 52 4 92 94 82 67 90 86 16 11 27 38,55
19,78 20 2 71 91 7 93 76 56 91 93 37 66 75 69 66 66 88 21,86
19,78 11 50 51 28 18 33 0 0 35 28 63 17 21 29 92 86 34 74,48
19,52 62 44 73 18 55 23 12 1 50 43 36 65 6 26 19 8 75 93,33
